ISO 693-3,Language Name,MMSTTS,ethnologuelink,Population Text,Population Estimate,lang_prefix,Total TTS,Variants,Online,Offline
atu,Reel,,"<a href=""https://www.ethnologue.com/language/atu"">Ethnologue</a>",10K to 1M,500000,atu,0,0,0,0
aty,Aneityum,,"<a href=""https://www.ethnologue.com/language/aty"">Ethnologue</a>",Less than 10K,9900,aty,0,0,0,0
auc,Waorani,,"<a href=""https://www.ethnologue.com/language/auc"">Ethnologue</a>",Less than 10K,9900,auc,0,0,0,0
aug,Aguna,,"<a href=""https://www.ethnologue.com/language/aug"">Ethnologue</a>",10K to 1M,500000,aug,0,0,0,0
aui,Anuki,,"<a href=""https://www.ethnologue.com/language/aui"">Ethnologue</a>",Less than 10K,9900,aui,0,0,0,0
auk,Heiyoho,,"<a href=""https://www.ethnologue.com/language/auk"">Ethnologue</a>",Less than 10K,9900,auk,0,0,0,0
aul,Aulua,,"<a href=""https://www.ethnologue.com/language/aul"">Ethnologue</a>",Less than 10K,9900,aul,0,0,0,0
aun,"One, Molmo",,"<a href=""https://www.ethnologue.com/language/aun"">Ethnologue</a>",Less than 10K,9900,aun,0,0,0,0
aup,Makayam,,"<a href=""https://www.ethnologue.com/language/aup"">Ethnologue</a>",Less than 10K,9900,aup,0,0,0,0
auq,Anus,,"<a href=""https://www.ethnologue.com/language/auq"">Ethnologue</a>",Less than 10K,9900,auq,0,0,0,0
auu,Auye,,"<a href=""https://www.ethnologue.com/language/auu"">Ethnologue</a>",Less than 10K,9900,auu,0,0,0,0
auy,Awiyaana,,"<a href=""https://www.ethnologue.com/language/auy"">Ethnologue</a>",10K to 1M,500000,auy,0,0,0,0
ava,Avar,y,"<a href=""https://www.ethnologue.com/language/ava"">Ethnologue</a>",10K to 1M,500000,av,3,3,0,3
avd,Alviri-Vidari,,"<a href=""https://www.ethnologue.com/language/avd"">Ethnologue</a>",,,avd,0,0,0,0
avi,Avikam,,"<a href=""https://www.ethnologue.com/language/avi"">Ethnologue</a>",10K to 1M,500000,avi,0,0,0,0
avn,Avatime,y,"<a href=""https://www.ethnologue.com/language/avn"">Ethnologue</a>",10K to 1M,500000,avn,1,1,0,1
avt,Au,,"<a href=""https://www.ethnologue.com/language/avt"">Ethnologue</a>",Less than 10K,9900,avt,0,0,0,0
avu,Avokaya,y,"<a href=""https://www.ethnologue.com/language/avu"">Ethnologue</a>",10K to 1M,500000,avu,1,1,0,1
awa,Awadhi,y,"<a href=""https://www.ethnologue.com/language/awa"">Ethnologue</a>",1M to 1B,500000000,awa,1,1,0,1
awb,Awa,y,"<a href=""https://www.ethnologue.com/language/awb"">Ethnologue</a>",Less than 10K,9900,awb,1,1,0,1
awe,Awetí,,"<a href=""https://www.ethnologue.com/language/awe"">Ethnologue</a>",Less than 10K,9900,awe,0,0,0,0
awi,Aekyom,,"<a href=""https://www.ethnologue.com/language/awi"">Ethnologue</a>",10K to 1M,500000,awi,0,0,0,0
awn,Awngi,,"<a href=""https://www.ethnologue.com/language/awn"">Ethnologue</a>",10K to 1M,500000,awn,0,0,0,0
awu,"Awyu, Central",,"<a href=""https://www.ethnologue.com/language/awu"">Ethnologue</a>",Less than 10K,9900,awu,0,0,0,0
aww,Awun,,"<a href=""https://www.ethnologue.com/language/aww"">Ethnologue</a>",Less than 10K,9900,aww,0,0,0,0
axk,Yaka,,"<a href=""https://www.ethnologue.com/language/axk"">Ethnologue</a>",10K to 1M,500000,axk,0,0,0,0
ayb,"Gbe, Ayizo",,"<a href=""https://www.ethnologue.com/language/ayb"">Ethnologue</a>",10K to 1M,500000,ayb,0,0,0,0
ayg,Ginyanga,,"<a href=""https://www.ethnologue.com/language/ayg"">Ethnologue</a>",10K to 1M,500000,ayg,0,0,0,0
ayo,Ayoreo,y,"<a href=""https://www.ethnologue.com/language/ayo"">Ethnologue</a>",Less than 10K,9900,ayo,1,1,0,1
ayr,"Aymara, Central",y,"<a href=""https://www.ethnologue.com/language/ayr"">Ethnologue</a>",1M to 1B,500000000,ayr,1,1,0,1
ayt,"Ayta, Magbukun",,"<a href=""https://www.ethnologue.com/language/ayt"">Ethnologue</a>",Less than 10K,9900,ayt,0,0,0,0
ayu,Ayu,,"<a href=""https://www.ethnologue.com/language/ayu"">Ethnologue</a>",Less than 10K,9900,ayu,0,0,0,0
ayz,Mai Brat,y,"<a href=""https://www.ethnologue.com/language/ayz"">Ethnologue</a>",10K to 1M,500000,ayz,1,1,0,1
azb,"Azerbaijani, South",y,"<a href=""https://www.ethnologue.com/language/azb"">Ethnologue</a>",1M to 1B,500000000,azb,1,1,0,1
azd,"Nahuatl, Eastern Durango",,"<a href=""https://www.ethnologue.com/language/azd"">Ethnologue</a>",Less than 10K,9900,azd,0,0,0,0
aze,Azerbaijani,"(See 'azj', azb')","<a href=""https://www.ethnologue.com/language/aze"">Ethnologue</a>",Not Found,,az,7,6,2,5
azg,"Amuzgo, San Pedro Amuzgos",y,"<a href=""https://www.ethnologue.com/language/azg"">Ethnologue</a>",Less than 10K,9900,azg,1,1,0,1
azj,"Azerbaijani, North","y (script: cyrillic, script: latin)","<a href=""https://www.ethnologue.com/language/azj"">Ethnologue</a>",1M to 1B,500000000,azj,2,2,0,2
azo,Awing,,"<a href=""https://www.ethnologue.com/language/azo"">Ethnologue</a>",10K to 1M,500000,azo,0,0,0,0
azt,"Atta, Faire",,"<a href=""https://www.ethnologue.com/language/azt"">Ethnologue</a>",Less than 10K,9900,azt,0,0,0,0
azz,"Nahuatl, Highland Puebla",y,"<a href=""https://www.ethnologue.com/language/azz"">Ethnologue</a>",10K to 1M,500000,azz,1,1,0,1
baa,Babatana,,"<a href=""https://www.ethnologue.com/language/baa"">Ethnologue</a>",10K to 1M,500000,baa,0,0,0,0
bab,Bainouk-Gunyuño,,"<a href=""https://www.ethnologue.com/language/bab"">Ethnologue</a>",Less than 10K,9900,bab,0,0,0,0
bac,Badui,,"<a href=""https://www.ethnologue.com/language/bac"">Ethnologue</a>",10K to 1M,500000,bac,0,0,0,0
bag,Tuki,,"<a href=""https://www.ethnologue.com/language/bag"">Ethnologue</a>",10K to 1M,500000,bag,0,0,0,0
bak,Bashkort,y,"<a href=""https://www.ethnologue.com/language/bak"">Ethnologue</a>",1M to 1B,500000000,ba,5,5,0,5
bam,Bamanankan,y,"<a href=""https://www.ethnologue.com/language/bam"">Ethnologue</a>",1M to 1B,500000000,bm,4,4,0,4
ban,Bali,y,"<a href=""https://www.ethnologue.com/language/ban"">Ethnologue</a>",1M to 1B,500000000,ban,1,1,0,1
bao,Waimaha,y,"<a href=""https://www.ethnologue.com/language/bao"">Ethnologue</a>",Less than 10K,9900,bao,1,1,0,1
bap,Bantawa,,"<a href=""https://www.ethnologue.com/language/bap"">Ethnologue</a>",10K to 1M,500000,bap,0,0,0,0
bar,Bavarian,,"<a href=""https://www.ethnologue.com/language/bar"">Ethnologue</a>",1M to 1B,500000000,bar,0,0,0,0
bas,Basaa,,"<a href=""https://www.ethnologue.com/language/bas"">Ethnologue</a>",10K to 1M,500000,bas,0,0,0,0
bau,Mbat,,"<a href=""https://www.ethnologue.com/language/bau"">Ethnologue</a>",10K to 1M,500000,bau,0,0,0,0
bav,Vengo,y,"<a href=""https://www.ethnologue.com/language/bav"">Ethnologue</a>",10K to 1M,500000,bav,1,1,0,1
baw,Bambili-Bambui,,"<a href=""https://www.ethnologue.com/language/baw"">Ethnologue</a>",10K to 1M,500000,baw,0,0,0,0
bax,Bamun,,"<a href=""https://www.ethnologue.com/language/bax"">Ethnologue</a>",10K to 1M,500000,bax,0,0,0,0
bba,Baatonum,y,"<a href=""https://www.ethnologue.com/language/bba"">Ethnologue</a>",1M to 1B,500000000,bba,1,1,0,1
bbb,Barai,y,"<a href=""https://www.ethnologue.com/language/bbb"">Ethnologue</a>",Less than 10K,9900,bbb,1,1,0,1
bbc,Batak Toba,y,"<a href=""https://www.ethnologue.com/language/bbc"">Ethnologue</a>",1M to 1B,500000000,bbc,1,1,0,1
bbf,Baibai,,"<a href=""https://www.ethnologue.com/language/bbf"">Ethnologue</a>",Less than 10K,9900,bbf,0,0,0,0
bbj,Ghomálá’,,"<a href=""https://www.ethnologue.com/language/bbj"">Ethnologue</a>",10K to 1M,500000,bbj,0,0,0,0
bbk,Babanki,,"<a href=""https://www.ethnologue.com/language/bbk"">Ethnologue</a>",10K to 1M,500000,bbk,0,0,0,0
bbo,Konabéré,y,"<a href=""https://www.ethnologue.com/language/bbo"">Ethnologue</a>",10K to 1M,500000,bbo,1,1,0,1
bbp,"Banda, West Central",,"<a href=""https://www.ethnologue.com/language/bbp"">Ethnologue</a>",Less than 10K,9900,bbp,0,0,0,0
bbq,Bamali,,"<a href=""https://www.ethnologue.com/language/bbq"">Ethnologue</a>",10K to 1M,500000,bbq,0,0,0,0
bbr,Girawa,,"<a href=""https://www.ethnologue.com/language/bbr"">Ethnologue</a>",Less than 10K,9900,bbr,0,0,0,0
bbt,Mburku,,"<a href=""https://www.ethnologue.com/language/bbt"">Ethnologue</a>",Less than 10K,9900,bbt,0,0,0,0
bbu,Kulung,,"<a href=""https://www.ethnologue.com/language/bbu"">Ethnologue</a>",10K to 1M,500000,bbu,0,0,0,0
bbv,Karnai,,"<a href=""https://www.ethnologue.com/language/bbv"">Ethnologue</a>",Less than 10K,9900,bbv,0,0,0,0
bbw,Supapya,,"<a href=""https://www.ethnologue.com/language/bbw"">Ethnologue</a>",10K to 1M,500000,bbw,0,0,0,0
bby,Befang,,"<a href=""https://www.ethnologue.com/language/bby"">Ethnologue</a>",Less than 10K,9900,bby,0,0,0,0
bca,"Bai, Central",,"<a href=""https://www.ethnologue.com/language/bca"">Ethnologue</a>",10K to 1M,500000,bca,0,0,0,0
bcc,"Balochi, Southern","y (script: arabic, script: latin)","<a href=""https://www.ethnologue.com/language/bcc"">Ethnologue</a>",1M to 1B,500000000,bcc,2,2,0,2
bcf,Bamu,,"<a href=""https://www.ethnologue.com/language/bcf"">Ethnologue</a>",Less than 10K,9900,bcf,0,0,0,0
bcg,Baga Pokur,,"<a href=""https://www.ethnologue.com/language/bcg"">Ethnologue</a>",Less than 10K,9900,bcg,0,0,0,0
bci,Baoulé,,"<a href=""https://www.ethnologue.com/language/bci"">Ethnologue</a>",1M to 1B,500000000,bci,0,0,0,0
bcj,Bardi,,"<a href=""https://www.ethnologue.com/language/bcj"">Ethnologue</a>",,,bcj,0,0,0,0
bcl,"Bikol, Central",y,"<a href=""https://www.ethnologue.com/language/bcl"">Ethnologue</a>",1M to 1B,500000000,bcl,1,1,0,1
bcn,Bali,,"<a href=""https://www.ethnologue.com/language/bcn"">Ethnologue</a>",Less than 10K,9900,bcn,0,0,0,0
bco,Kaluli,,"<a href=""https://www.ethnologue.com/language/bco"">Ethnologue</a>",Less than 10K,9900,bco,0,0,0,0
bcp,Bali,,"<a href=""https://www.ethnologue.com/language/bcp"">Ethnologue</a>",10K to 1M,500000,bcp,0,0,0,0
bcq,Bench,,"<a href=""https://www.ethnologue.com/language/bcq"">Ethnologue</a>",10K to 1M,500000,bcq,0,0,0,0
bcs,Hohumono,,"<a href=""https://www.ethnologue.com/language/bcs"">Ethnologue</a>",10K to 1M,500000,bcs,0,0,0,0
bcv,Shoo-Minda-Nye,,"<a href=""https://www.ethnologue.com/language/bcv"">Ethnologue</a>",Error,,bcv,0,0,0,0
bcw,Bana,y,"<a href=""https://www.ethnologue.com/language/bcw"">Ethnologue</a>",10K to 1M,500000,bcw,1,1,0,1
bcy,Bacama,,"<a href=""https://www.ethnologue.com/language/bcy"">Ethnologue</a>",10K to 1M,500000,bcy,0,0,0,0
bcz,Bainouk-Gunyaamolo,,"<a href=""https://www.ethnologue.com/language/bcz"">Ethnologue</a>",10K to 1M,500000,bcz,0,0,0,0
bda,Bayot,,"<a href=""https://www.ethnologue.com/language/bda"">Ethnologue</a>",10K to 1M,500000,bda,0,0,0,0
bdb,Basap,,"<a href=""https://www.ethnologue.com/language/bdb"">Ethnologue</a>",10K to 1M,500000,bdb,0,0,0,0
bdd,Bunama,,"<a href=""https://www.ethnologue.com/language/bdd"">Ethnologue</a>",Less than 10K,9900,bdd,0,0,0,0
bde,Bade,,"<a href=""https://www.ethnologue.com/language/bde"">Ethnologue</a>",10K to 1M,500000,bde,0,0,0,0
bdg,Bonggi,y,"<a href=""https://www.ethnologue.com/language/bdg"">Ethnologue</a>",,,bdg,1,1,0,1
bdh,Baka,y,"<a href=""https://www.ethnologue.com/language/bdh"">Ethnologue</a>",10K to 1M,500000,bdh,1,1,0,1
bdi,Burun,,"<a href=""https://www.ethnologue.com/language/bdi"">Ethnologue</a>",10K to 1M,500000,bdi,0,0,0,0
bdl,"Bajau, Indonesian",,"<a href=""https://www.ethnologue.com/language/bdl"">Ethnologue</a>",10K to 1M,500000,bdl,0,0,0,0
bdm,Buduma,,"<a href=""https://www.ethnologue.com/language/bdm"">Ethnologue</a>",10K to 1M,500000,bdm,0,0,0,0
bdq,Bahnar,y,"<a href=""https://www.ethnologue.com/language/bdq"">Ethnologue</a>",10K to 1M,500000,bdq,1,1,0,1
bdu,Oroko,y,"<a href=""https://www.ethnologue.com/language/bdu"">Ethnologue</a>",10K to 1M,500000,bdu,1,1,0,1
bdv,Bodo Parja,y,"<a href=""https://www.ethnologue.com/language/bdv"">Ethnologue</a>",10K to 1M,500000,bdv,1,1,0,1
bdw,Baham,,"<a href=""https://www.ethnologue.com/language/bdw"">Ethnologue</a>",Less than 10K,9900,bdw,0,0,0,0
bea,Beaver,,"<a href=""https://www.ethnologue.com/language/bea"">Ethnologue</a>",Less than 10K,9900,bea,0,0,0,0
bec,Iceve-Maci,,"<a href=""https://www.ethnologue.com/language/bec"">Ethnologue</a>",10K to 1M,500000,bec,0,0,0,0
bee,Byangsi,,"<a href=""https://www.ethnologue.com/language/bee"">Ethnologue</a>",Less than 10K,9900,bee,0,0,0,0
bef,Benabena,,"<a href=""https://www.ethnologue.com/language/bef"">Ethnologue</a>",10K to 1M,500000,bef,0,0,0,0
beh,Biali,y,"<a href=""https://www.ethnologue.com/language/beh"">Ethnologue</a>",10K to 1M,500000,beh,1,1,0,1
bei,Bakati’,,"<a href=""https://www.ethnologue.com/language/bei"">Ethnologue</a>",Less than 10K,9900,bei,0,0,0,0
bej,Bedawiyet,,"<a href=""https://www.ethnologue.com/language/bej"">Ethnologue</a>",1M to 1B,500000000,bej,0,0,0,0
bek,Bebeli,,"<a href=""https://www.ethnologue.com/language/bek"">Ethnologue</a>",Less than 10K,9900,bek,0,0,0,0
bel,Belarusian,,"<a href=""https://www.ethnologue.com/language/bel"">Ethnologue</a>",1M to 1B,500000000,be,9,6,0,9
bem,Bemba,y,"<a href=""https://www.ethnologue.com/language/bem"">Ethnologue</a>",1M to 1B,500000000,bem,1,1,0,1
ben,Bengali,y,"<a href=""https://www.ethnologue.com/language/ben"">Ethnologue</a>",1M to 1B,500000000,bn,8,5,4,4
beo,Bedamuni,,"<a href=""https://www.ethnologue.com/language/beo"">Ethnologue</a>",Less than 10K,9900,beo,0,0,0,0
bep,Behoa,y,"<a href=""https://www.ethnologue.com/language/bep"">Ethnologue</a>",Less than 10K,9900,bep,1,1,0,1
beq,Beembe,,"<a href=""https://www.ethnologue.com/language/beq"">Ethnologue</a>",10K to 1M,500000,beq,0,0,0,0
bet,"Bété, Guiberoua",,"<a href=""https://www.ethnologue.com/language/bet"">Ethnologue</a>",10K to 1M,500000,bet,0,0,0,0
beu,Blagar,,"<a href=""https://www.ethnologue.com/language/beu"">Ethnologue</a>",10K to 1M,500000,beu,0,0,0,0
bev,"Bété, Daloa",,"<a href=""https://www.ethnologue.com/language/bev"">Ethnologue</a>",10K to 1M,500000,bev,0,0,0,0
bew,Betawi,,"<a href=""https://www.ethnologue.com/language/bew"">Ethnologue</a>",1M to 1B,500000000,bew,0,0,0,0
bex,Jur Modo,y,"<a href=""https://www.ethnologue.com/language/bex"">Ethnologue</a>",10K to 1M,500000,bex,1,1,0,1
bey,Beli,,"<a href=""https://www.ethnologue.com/language/bey"">Ethnologue</a>",Less than 10K,9900,bey,0,0,0,0
bez,Bena,,"<a href=""https://www.ethnologue.com/language/bez"">Ethnologue</a>",10K to 1M,500000,bez,0,0,0,0
bfa,Bari,y,"<a href=""https://www.ethnologue.com/language/bfa"">Ethnologue</a>",1M to 1B,500000000,bfa,1,1,0,1
bfb,"Bareli, Pauri",,"<a href=""https://www.ethnologue.com/language/bfb"">Ethnologue</a>",1M to 1B,500000000,bfb,0,0,0,0
bfd,Bafut,,"<a href=""https://www.ethnologue.com/language/bfd"">Ethnologue</a>",10K to 1M,500000,bfd,0,0,0,0
bfe,Betaf,,"<a href=""https://www.ethnologue.com/language/bfe"">Ethnologue</a>",Less than 10K,9900,bfe,0,0,0,0
bfg,"Kayan, Busang",,"<a href=""https://www.ethnologue.com/language/bfg"">Ethnologue</a>",Less than 10K,9900,bfg,0,0,0,0
bfh,Blafe,,"<a href=""https://www.ethnologue.com/language/bfh"">Ethnologue</a>",Less than 10K,9900,bfh,0,0,0,0
bfj,Bafanji,,"<a href=""https://www.ethnologue.com/language/bfj"">Ethnologue</a>",10K to 1M,500000,bfj,0,0,0,0
bfm,Mmen,,"<a href=""https://www.ethnologue.com/language/bfm"">Ethnologue</a>",10K to 1M,500000,bfm,0,0,0,0
bfo,"Birifor, Malba",y,"<a href=""https://www.ethnologue.com/language/bfo"">Ethnologue</a>",10K to 1M,500000,bfo,1,1,0,1
bfq,Badaga,,"<a href=""https://www.ethnologue.com/language/bfq"">Ethnologue</a>",10K to 1M,500000,bfq,0,0,0,0
bfr,Bazigar,,"<a href=""https://www.ethnologue.com/language/bfr"">Ethnologue</a>",10K to 1M,500000,bfr,0,0,0,0
bfs,"Bai, Southern",,"<a href=""https://www.ethnologue.com/language/bfs"">Ethnologue</a>",10K to 1M,500000,bfs,0,0,0,0
bft,Balti,,"<a href=""https://www.ethnologue.com/language/bft"">Ethnologue</a>",10K to 1M,500000,bft,0,0,0,0
bfu,Gahri,,"<a href=""https://www.ethnologue.com/language/bfu"">Ethnologue</a>",Less than 10K,9900,bfu,0,0,0,0
bfw,Bondo,,"<a href=""https://www.ethnologue.com/language/bfw"">Ethnologue</a>",Less than 10K,9900,bfw,0,0,0,0
bfy,Bagheli,y,"<a href=""https://www.ethnologue.com/language/bfy"">Ethnologue</a>",1M to 1B,500000000,bfy,1,1,0,1
bfz,"Pahari, Mahasu",y,"<a href=""https://www.ethnologue.com/language/bfz"">Ethnologue</a>",1M to 1B,500000000,bfz,1,1,0,1
bga,Gwamhi-Wuri,,"<a href=""https://www.ethnologue.com/language/bga"">Ethnologue</a>",10K to 1M,500000,bga,0,0,0,0
bgc,Haryanvi,y,"<a href=""https://www.ethnologue.com/language/bgc"">Ethnologue</a>",1M to 1B,500000000,bgc,1,1,0,1
bgd,"Bareli, Rathwi",,"<a href=""https://www.ethnologue.com/language/bgd"">Ethnologue</a>",10K to 1M,500000,bgd,0,0,0,0
bge,Bauria,,"<a href=""https://www.ethnologue.com/language/bge"">Ethnologue</a>",10K to 1M,500000,bge,0,0,0,0
bgf,Bangandu,,"<a href=""https://www.ethnologue.com/language/bgf"">Ethnologue</a>",Less than 10K,9900,bgf,0,0,0,0
bgg,Bugun,,"<a href=""https://www.ethnologue.com/language/bgg"">Ethnologue</a>",Less than 10K,9900,bgg,0,0,0,0
bgi,Bagobo-Klata,,"<a href=""https://www.ethnologue.com/language/bgi"">Ethnologue</a>",10K to 1M,500000,bgi,0,0,0,0
bgn,"Balochi, Western",,"<a href=""https://www.ethnologue.com/language/bgn"">Ethnologue</a>",1M to 1B,500000000,bgn,0,0,0,0
bgp,"Balochi, Eastern",,"<a href=""https://www.ethnologue.com/language/bgp"">Ethnologue</a>",1M to 1B,500000000,bgp,0,0,0,0
bgq,Bagri,y,"<a href=""https://www.ethnologue.com/language/bgq"">Ethnologue</a>",1M to 1B,500000000,bgq,1,1,0,1
bgr,"Chin, Bawm",y,"<a href=""https://www.ethnologue.com/language/bgr"">Ethnologue</a>",10K to 1M,500000,bgr,1,1,0,1
bgs,Tagabawa,,"<a href=""https://www.ethnologue.com/language/bgs"">Ethnologue</a>",10K to 1M,500000,bgs,0,0,0,0
bgt,Bughotu,y,"<a href=""https://www.ethnologue.com/language/bgt"">Ethnologue</a>",Less than 10K,9900,bgt,1,1,0,1
bgv,Warkay-Bipim,,"<a href=""https://www.ethnologue.com/language/bgv"">Ethnologue</a>",Less than 10K,9900,bgv,0,0,0,0
bgw,Bhatri,y,"<a href=""https://www.ethnologue.com/language/bgw"">Ethnologue</a>",10K to 1M,500000,bgw,1,1,0,1
bgx,Balkan Gagauz Turkish,,"<a href=""https://www.ethnologue.com/language/bgx"">Ethnologue</a>",10K to 1M,500000,bgx,0,0,0,0
bgz,Banggai,,"<a href=""https://www.ethnologue.com/language/bgz"">Ethnologue</a>",10K to 1M,500000,bgz,0,0,0,0
bha,Bharia,y,"<a href=""https://www.ethnologue.com/language/bha"">Ethnologue</a>",10K to 1M,500000,bha,1,1,0,1
bhb,Bhili,,"<a href=""https://www.ethnologue.com/language/bhb"">Ethnologue</a>",1M to 1B,500000000,bhb,0,0,0,0
bhd,Bhadrawahi,,"<a href=""https://www.ethnologue.com/language/bhd"">Ethnologue</a>",10K to 1M,500000,bhd,0,0,0,0
bhf,Odiai,,"<a href=""https://www.ethnologue.com/language/bhf"">Ethnologue</a>",Less than 10K,9900,bhf,0,0,0,0
bhg,Binandere,,"<a href=""https://www.ethnologue.com/language/bhg"">Ethnologue</a>",Less than 10K,9900,bhg,0,0,0,0
bhh,Bukharic,,"<a href=""https://www.ethnologue.com/language/bhh"">Ethnologue</a>",10K to 1M,500000,bhh,0,0,0,0
bhi,Bhilali,,"<a href=""https://www.ethnologue.com/language/bhi"">Ethnologue</a>",10K to 1M,500000,bhi,0,0,0,0
bhj,Bahing,,"<a href=""https://www.ethnologue.com/language/bhj"">Ethnologue</a>",10K to 1M,500000,bhj,0,0,0,0
bhl,Bimin,,"<a href=""https://www.ethnologue.com/language/bhl"">Ethnologue</a>",Less than 10K,9900,bhl,0,0,0,0
bho,Bhojpuri,,"<a href=""https://www.ethnologue.com/language/bho"">Ethnologue</a>",1M to 1B,500000000,bho,1,1,0,1
bhp,Bima,,"<a href=""https://www.ethnologue.com/language/bhp"">Ethnologue</a>",10K to 1M,500000,bhp,0,0,0,0
bhq,Tukang Besi South,,"<a href=""https://www.ethnologue.com/language/bhq"">Ethnologue</a>",10K to 1M,500000,bhq,0,0,0,0
bhs,Buwal,,"<a href=""https://www.ethnologue.com/language/bhs"">Ethnologue</a>",10K to 1M,500000,bhs,0,0,0,0
bht,Bhattiyali,y,"<a href=""https://www.ethnologue.com/language/bht"">Ethnologue</a>",10K to 1M,500000,bht,1,1,0,1
bhu,Bhunjia,,"<a href=""https://www.ethnologue.com/language/bhu"">Ethnologue</a>",Less than 10K,9900,bhu,0,0,0,0
bhw,Biak,,"<a href=""https://www.ethnologue.com/language/bhw"">Ethnologue</a>",10K to 1M,500000,bhw,0,0,0,0
bhx,Bhalay,,"<a href=""https://www.ethnologue.com/language/bhx"">Ethnologue</a>",Less than 10K,9900,bhx,0,0,0,0
bhy,Bhele,,"<a href=""https://www.ethnologue.com/language/bhy"">Ethnologue</a>",10K to 1M,500000,bhy,0,0,0,0
bhz,Bada,y,"<a href=""https://www.ethnologue.com/language/bhz"">Ethnologue</a>",10K to 1M,500000,bhz,1,1,0,1
bib,Bisa,y,"<a href=""https://www.ethnologue.com/language/bib"">Ethnologue</a>",1M to 1B,500000000,bib,1,1,0,1
bid,Bidiyo,,"<a href=""https://www.ethnologue.com/language/bid"">Ethnologue</a>",10K to 1M,500000,bid,0,0,0,0
bif,Biafada,,"<a href=""https://www.ethnologue.com/language/bif"">Ethnologue</a>",10K to 1M,500000,bif,0,0,0,0
big,Biangai,,"<a href=""https://www.ethnologue.com/language/big"">Ethnologue</a>",Less than 10K,9900,big,0,0,0,0
bil,Bille,,"<a href=""https://www.ethnologue.com/language/bil"">Ethnologue</a>",10K to 1M,500000,bil,0,0,0,0
bim,Bimoba,y,"<a href=""https://www.ethnologue.com/language/bim"">Ethnologue</a>",10K to 1M,500000,bim,1,1,0,1
bin,Edo,,"<a href=""https://www.ethnologue.com/language/bin"">Ethnologue</a>",1M to 1B,500000000,bin,0,0,0,0
bio,Nai,,"<a href=""https://www.ethnologue.com/language/bio"">Ethnologue</a>",Less than 10K,9900,bio,0,0,0,0
bip,Bila,,"<a href=""https://www.ethnologue.com/language/bip"">Ethnologue</a>",10K to 1M,500000,bip,0,0,0,0
bis,Bislama,y,"<a href=""https://www.ethnologue.com/language/bis"">Ethnologue</a>",10K to 1M,500000,bi,4,4,0,4
bit,Berinomo,,"<a href=""https://www.ethnologue.com/language/bit"">Ethnologue</a>",Less than 10K,9900,bit,0,0,0,0
biu,Biate,,"<a href=""https://www.ethnologue.com/language/biu"">Ethnologue</a>",10K to 1M,500000,biu,0,0,0,0
